TurnsLeft	kp	kb	ka	dpos_X	dpos_Y	dpos_theta	cpos_X	cpos_Y	cpos_theta	Deltax	deltay	deltatheta	rho	alpha	beta	vix	viy	wi	vr	wr	phi_l	phi_r
5	1	-5	5	0	200	0.39269908169872414	0.0	0.0	0.0	0.0	200.0	0.39269908169872414	200.0	1.1780972450961724	-1.5707963267948966	0.0	0.0	0.0	200.0	13.744467859455344	-43.2890762089761	176.62240954230944
5	1	-5	5	0	200	0.39269908169872414	20.0	0.0	1.3744467859455345	-20.0	200.0	0.9817477042468103	200.9975124224178	-0.09668088835819999	-1.6704649792860586	200.0	0.0	13.744467859455344	200.9975124224178	7.868920454639293	4.047807170358264	129.95053444458694
5	1	-5	5	0	200	0.39269908169872414	23.921266942293023	19.713540158157286	2.1613388314094637	-23.921266942293023	180.2864598418427	1.7686397497107396	181.86652967060434	-0.8513273456057577	-1.70271056750243	39.21266942293024	197.13540158157284	7.868920454639293	181.86652967060434	4.256916109483362	26.566847681001217	94.67750543273502
5	1	-5	5	0	200	0.39269908169872414	13.79472523766889	34.82007845284268	2.5870304423578	-13.79472523766889	165.17992154715733	2.194331360659076	165.75494238998678	-1.325613213087455	-1.6541163109690693	-101.26541704624132	151.06538294685393	4.256916109483362	165.75494238998678	1.6425154894080718	42.111523548064355	68.3917713785935
5	1	-5	5	0	200	0.39269908169872414	-0.2966170620396795	43.54825589487045	2.7512819912986073	0.2966170620396795	156.45174410512954	2.358582909599883	156.4520252832108	-1.5750806452117179	-1.5689004277856136	-140.9134229970857	87.2817744202777	1.6425154894080718	156.4520252832108	-0.030901087130521532	52.39788379144776	51.90346639735942
5	1	-5	5	0	200	0.39269908169872414	-14.765158067475616	49.50087576566711	2.748191882585555	14.765158067475616	150.4991242343329	2.355492800886831	151.22167929254954	-1.667889607970368	-1.4730013563139113	-144.68541005435935	59.52619870796658	-0.030901087130521532	151.22167929254954	-0.9744412582822832	58.20275649710811	42.61169636459158
5	1	-5	5	0	200	0.39269908169872414	-28.732155387189394	55.297680812561076	2.650747756757327	28.732155387189394	144.70231918743892	2.258048675058603	147.52727860099992	-1.6686614916004794	-1.3747853468555717	-139.66997319713775	57.96805046893963	-0.9744412582822832	147.52727860099992	-1.4693807237245373	60.93080532346294	37.420713743870344
5	1	-5	5	0	200	0.39269908169872414	-41.74310115502305	62.251691852289305	2.503809684384873	41.74310115502305	137.7483081477107	2.111110602686149	143.93430060828152	-1.619954914061085	-1.2765538520225124	-130.10945767833653	69.54011039728226	-1.4693807237245373	143.93430060828152	-1.717005310192862	61.7141426843034	34.24205772121761
5	1	-5	5	0	200	0.39269908169872414	-53.30703887094965	70.82176614707356	2.332109153365587	53.30703887094965	129.17823385292644	1.9394100716668627	139.74496947851213	-1.5453865213962186	-1.1794217136680925	-115.63937715926599	85.70074294784253	-1.717005310192862	139.74496947851213	-1.8298240386406306	61.22024880196242	31.94306418371233
5	1	-5	5	0	200	0.39269908169872414	-62.947659110064365	80.93833702611526	2.149126749501524	62.947659110064365	119.06166297388474	1.7564276678027997	134.67771670749318	-1.4573710374371125	-1.0844547937631355	-96.40620239114716	101.165708790417	-1.8298240386406306	134.67771670749318	-1.864581218369885	59.80922198279014	29.97592248887198
